timestamp,mains_power_W,fridge_W,kettle_W,tv_W,microwave_W,washing_machine_W,voltage_V,current_A,power_factor
2026-01-01 00:05:48,157.12,120.99,0.0,0.0,0.0,0.0,230.0,0.8346222451439796,0.8184905671484501
2026-01-01 00:05:54,166.7,122.93,0.0,0.0,0.0,0.0,230.0,0.9468150199478866,0.7654954699974497
2026-01-01 00:06:00,154.84,118.56,0.0,0.0,0.0,0.0,230.0,0.8637350779395538,0.7794257851728248
2026-01-01 00:06:06,158.3,119.44,0.0,0.0,0.0,0.0,230.0,0.9055111341627474,0.7600799632371128
2026-01-01 00:06:12,163.51,116.68,0.0,0.0,0.0,0.0,230.0,0.8701410520389437,0.8170089686177036
2026-01-01 00:06:18,155.19,116.41,0.0,0.0,0.0,0.0,230.0,0.7985238260443903,0.8449830905825388
2026-01-01 00:06:24,161.02,122.44,0.0,0.0,0.0,0.0,230.0,0.865654321868389,0.8087373202396809
2026-01-01 00:06:30,161.54,124.07,0.0,0.0,0.0,0.0,230.0,0.8503569826738852,0.8259446801724086
2026-01-01 00:06:36,155.7,119.78,0.0,0.0,0.0,0.0,230.0,0.879787378336834,0.7694546869027165
2026-01-01 00:06:42,161.7,123.01,0.0,0.0,0.0,0.0,230.0,0.9115083337639804,0.7712968189305778
2026-01-01 00:06:48,164.79,121.08,0.0,0.0,0.0,0.0,230.0,0.897799519056744,0.7980381428833013
2026-01-01 00:06:54,161.45,118.06,0.0,0.0,0.0,0.0,230.0,0.8285050334152917,0.8472567980009744
2026-01-01 00:07:00,162.55,121.08,0.0,0.0,0.0,0.0,230.0,0.8725072363798715,0.8100094772475711
2026-01-01 00:07:06,170.5,124.61,0.0,0.0,0.0,0.0,230.0,0.9610101931701538,0.7713803173936092
2026-01-01 00:07:12,151.27,119.89,0.0,0.0,0.0,0.0,230.0,0.8617892783090063,0.7631745587093361
2026-01-01 00:07:18,164.96,124.69,0.0,0.0,0.0,0.0,230.0,0.9112879201486643,0.7870370883302651
2026-01-01 00:07:24,148.6,112.14,0.0,0.0,0.0,0.0,230.0,0.7757299187866461,0.8328761607291268
2026-01-01 00:07:30,172.39,122.47,0.0,0.0,0.0,0.0,230.0,0.8967298935685052,0.8358389125935562
2026-01-01 00:07:36,158.98,120.26,0.0,0.0,0.0,0.0,230.0,0.8243982868098052,0.8384507856987053
2026-01-01 00:07:42,162.81,119.1,0.0,0.0,0.0,0.0,230.0,0.8999825906686438,0.7865369536664907
2026-01-01 00:07:48,165.26,120.28,0.0,0.0,0.0,0.0,230.0,0.899731391524216,0.7985958319329086
2026-01-01 00:07:54,152.17,114.04,0.0,0.0,0.0,0.0,230.0,0.8546259324278193,0.7741500351770013
2026-01-01 00:08:00,44.65,0.0,0.0,0.0,0.0,0.0,230.0,0.2043478260869565,0.95
2026-01-01 00:08:06,45.21,0.0,0.0,0.0,0.0,0.0,230.0,0.2069107551487414,0.95
2026-01-01 00:08:12,43.95,0.0,0.0,0.0,0.0,0.0,230.0,0.2011441647597254,0.95
2026-01-01 00:08:18,37.39,0.0,0.0,0.0,0.0,0.0,230.0,0.1711212814645309,0.95
2026-01-01 00:08:24,32.85,0.0,0.0,0.0,0.0,0.0,230.0,0.15034324942791763,0.95
2026-01-01 00:08:30,50.69,0.0,0.0,0.0,0.0,0.0,230.0,0.2395557655954631,0.92
2026-01-01 00:08:36,38.55,0.0,0.0,0.0,0.0,0.0,230.0,0.17643020594965675,0.95
2026-01-01 00:08:42,45.02,0.0,0.0,0.0,0.0,0.0,230.0,0.20604118993135012,0.95
2026-01-01 00:08:48,37.68,0.0,0.0,0.0,0.0,0.0,230.0,0.17244851258581237,0.95
2026-01-01 00:08:54,50.49,0.0,0.0,0.0,0.0,0.0,230.0,0.23861058601134214,0.92
2026-01-01 00:09:00,37.51,0.0,0.0,0.0,0.0,0.0,230.0,0.1716704805491991,0.95
2026-01-01 00:09:06,40.5,0.0,0.0,0.0,0.0,0.0,230.0,0.1853546910755149,0.95
2026-01-01 00:09:12,51.61,0.0,0.0,0.0,0.0,0.0,230.0,0.24390359168241962,0.92
2026-01-01 00:09:18,1538.41,0.0,1506.4,0.0,0.0,0.0,230.0,6.74403991833019,0.9918000503310931
2026-01-01 00:09:24,1517.89,0.0,1471.86,0.0,0.0,0.0,230.0,6.622390169159379,0.996546801163205
2026-01-01 00:09:30,1531.04,0.0,1491.16,0.0,0.0,0.0,230.0,6.703934229961967,0.9929536036351714
2026-01-01 00:09:36,1545.76,0.0,1502.22,0.0,0.0,0.0,230.0,6.79135468101931,0.989595738675985
2026-01-01 00:09:42,1572.35,0.0,1534.09,0.0,0.0,0.0,230.0,6.849324300508324,0.9980990894705816
2026-01-01 00:09:48,1526.02,0.0,1477.84,0.0,0.0,0.0,230.0,6.706733026728118,0.9892848781628355
2026-01-01 00:09:54,1555.46,0.0,1519.52,0.0,0.0,0.0,230.0,6.879312892341564,0.9830734073378457
2026-01-01 00:10:00,1568.18,0.0,1527.99,0.0,0.0,0.0,230.0,6.924659100047893,0.9846223206852627
2026-01-01 00:10:06,1532.1,0.0,1487.43,0.0,0.0,0.0,230.0,6.737079347388245,0.9887525445886972
2026-01-01 00:10:12,1530.35,0.0,1494.45,0.0,0.0,0.0,230.0,6.751540276580559,0.9855078070487048
2026-01-01 00:10:18,1519.91,0.0,1479.27,0.0,0.0,0.0,230.0,6.65468788117917,0.9930299460799259
2026-01-01 00:10:24,1530.81,0.0,1495.93,0.0,0.0,0.0,230.0,6.683862519889237,0.9957858397548561
2026-01-01 00:10:30,1537.26,0.0,1499.27,0.0,0.0,0.0,230.0,6.7038466782177135,0.9970005955165615
2026-01-01 00:10:36,1566.32,0.0,1513.19,0.0,0.0,0.0,230.0,6.883842653240135,0.9892856794622288
2026-01-01 00:10:42,1568.51,0.0,1521.8,0.0,0.0,0.0,230.0,6.84751009446164,0.9959253219893706
2026-01-01 00:10:48,43.33,0.0,0.0,0.0,0.0,0.0,230.0,0.1983066361556064,0.95
2026-01-01 00:10:54,41.85,0.0,0.0,0.0,0.0,0.0,230.0,0.19153318077803205,0.95
2026-01-01 00:11:00,32.17,0.0,0.0,0.0,0.0,0.0,230.0,0.14723112128146454,0.95
2026-01-01 00:11:06,39.07,0.0,0.0,0.0,0.0,0.0,230.0,0.17881006864988558,0.95
2026-01-01 00:11:12,44.61,0.0,0.0,0.0,0.0,0.0,230.0,0.20416475972540046,0.95
2026-01-01 00:11:18,37.79,0.0,0.0,0.0,0.0,0.0,230.0,0.17295194508009154,0.95
2026-01-01 00:11:24,120.88,0.0,0.0,79.08,0.0,0.0,230.0,0.5712665406427221,0.92
2026-01-01 00:11:30,109.93,0.0,0.0,74.95,0.0,0.0,230.0,0.5195179584120982,0.92
2026-01-01 00:11:36,114.18,0.0,0.0,79.61,0.0,0.0,230.0,0.5396030245746691,0.92
2026-01-01 00:11:42,117.18,0.0,0.0,65.78,0.0,0.0,230.0,0.5537807183364839,0.92
2026-01-01 00:11:48,131.09,0.0,0.0,80.44,0.0,0.0,230.0,0.6195179584120982,0.92
2026-01-01 00:11:54,120.14,0.0,0.0,80.57,0.0,0.0,230.0,0.5677693761814744,0.92
2026-01-01 00:12:00,120.34,0.0,0.0,84.23,0.0,0.0,230.0,0.5687145557655954,0.92
2026-01-01 00:12:06,116.79,0.0,0.0,81.5,0.0,0.0,230.0,0.551937618147448,0.92
2026-01-01 00:12:12,126.89,0.0,0.0,84.89,0.0,0.0,230.0,0.5996691871455576,0.92
2026-01-01 00:12:18,132.41,0.0,0.0,82.74,0.0,0.0,230.0,0.6257561436672967,0.92
2026-01-01 00:12:24,121.69,0.0,0.0,85.18,0.0,0.0,230.0,0.575094517958412,0.92
2026-01-01 00:12:30,134.1,0.0,0.0,93.11,0.0,0.0,230.0,0.633742911153119,0.92
2026-01-01 00:12:36,122.84,0.0,0.0,82.1,0.0,0.0,230.0,0.5805293005671077,0.92
2026-01-01 00:12:42,129.25,0.0,0.0,80.92,0.0,0.0,230.0,0.6108223062381852,0.92
2026-01-01 00:12:48,127.34,0.0,0.0,85.94,0.0,0.0,230.0,0.6017958412098299,0.92
2026-01-01 00:12:54,110.68,0.0,0.0,77.66,0.0,0.0,230.0,0.5230623818525519,0.92
2026-01-01 00:13:00,123.17,0.0,0.0,79.4,0.0,0.0,230.0,0.5820888468809073,0.92
2026-01-01 00:13:06,122.96,0.0,0.0,82.1,0.0,0.0,230.0,0.5810964083175802,0.92
2026-01-01 00:13:12,116.03,0.0,0.0,80.36,0.0,0.0,230.0,0.5483459357277882,0.92
2026-01-01 00:13:18,125.64,0.0,0.0,80.34,0.0,0.0,230.0,0.5937618147448015,0.92
2026-01-01 00:13:24,122.93,0.0,0.0,84.5,0.0,0.0,230.0,0.5809546313799622,0.92
2026-01-01 00:13:30,113.19,0.0,0.0,71.52,0.0,0.0,230.0,0.5349243856332703,0.92
2026-01-01 00:13:36,130.89,0.0,0.0,90.17,0.0,0.0,230.0,0.6185727788279772,0.92
2026-01-01 00:13:42,120.94,0.0,0.0,82.43,0.0,0.0,230.0,0.5715500945179584,0.92
2026-01-01 00:13:48,113.94,0.0,0.0,78.0,0.0,0.0,230.0,0.538468809073724,0.92
2026-01-01 00:13:54,130.94,0.0,0.0,88.14,0.0,0.0,230.0,0.6188090737240075,0.92
2026-01-01 00:14:00,114.42,0.0,0.0,80.52,0.0,0.0,230.0,0.5407372400756143,0.92
2026-01-01 00:14:06,125.29,0.0,0.0,80.65,0.0,0.0,230.0,0.5921077504725898,0.92
2026-01-01 00:14:12,114.66,0.0,0.0,78.93,0.0,0.0,230.0,0.5418714555765595,0.92
2026-01-01 00:14:18,121.51,0.0,0.0,87.34,0.0,0.0,230.0,0.5742438563327031,0.92
2026-01-01 00:14:24,126.96,0.0,0.0,79.95,0.0,0.0,230.0,0.5999999999999999,0.92
2026-01-01 00:14:30,117.68,0.0,0.0,77.21,0.0,0.0,230.0,0.5561436672967863,0.92
2026-01-01 00:14:36,115.47,0.0,0.0,84.99,0.0,0.0,230.0,0.5456994328922494,0.92
2026-01-01 00:14:42,125.85,0.0,0.0,85.91,0.0,0.0,230.0,0.5947542533081285,0.92
2026-01-01 00:14:48,131.09,0.0,0.0,88.03,0.0,0.0,230.0,0.6195179584120982,0.92
2026-01-01 00:14:54,126.36,0.0,0.0,83.17,0.0,0.0,230.0,0.597164461247637,0.92
2026-01-01 00:15:00,121.86,0.0,0.0,85.73,0.0,0.0,230.0,0.5758979206049148,0.92
2026-01-01 00:15:06,115.54,0.0,0.0,78.7,0.0,0.0,230.0,0.5460302457466918,0.92
2026-01-01 00:15:12,125.94,0.0,0.0,85.13,0.0,0.0,230.0,0.5951795841209829,0.92
2026-01-01 00:15:18,128.91,0.0,0.0,83.71,0.0,0.0,230.0,0.6092155009451795,0.92
2026-01-01 00:15:24,116.08,0.0,0.0,82.65,0.0,0.0,230.0,0.5485822306238185,0.92
2026-01-01 00:15:30,105.92,0.0,0.0,72.21,0.0,0.0,230.0,0.5005671077504725,0.92
2026-01-01 00:15:36,124.91,0.0,0.0,78.06,0.0,0.0,230.0,0.5903119092627599,0.92
2026-01-01 00:15:42,125.86,0.0,0.0,79.77,0.0,0.0,230.0,0.5948015122873346,0.92
2026-01-01 00:15:48,117.95,0.0,0.0,82.66,0.0,0.0,230.0,0.5574196597353497,0.92
2026-01-01 00:15:54,130.07,0.0,0.0,92.0,0.0,0.0,230.0,0.6146975425330812,0.92
2026-01-01 00:16:00,134.84,0.0,0.0,84.3,0.0,0.0,230.0,0.6372400756143667,0.92
2026-01-01 00:16:06,120.35,0.0,0.0,75.95,0.0,0.0,230.0,0.5687618147448015,0.92
2026-01-01 00:16:12,117.35,0.0,0.0,77.6,0.0,0.0,230.0,0.5545841209829867,0.92
2026-01-01 00:16:18,132.66,0.0,0.0,86.95,0.0,0.0,230.0,0.626937618147448,0.92
2026-01-01 00:16:24,114.97,0.0,0.0,77.38,0.0,0.0,230.0,0.543336483931947,0.92
2026-01-01 00:16:30,125.88,0.0,0.0,85.09,0.0,0.0,230.0,0.5948960302457466,0.92
2026-01-01 00:16:36,119.04,0.0,0.0,80.59,0.0,0.0,230.0,0.5625708884688091,0.92
2026-01-01 00:16:42,122.71,0.0,0.0,79.17,0.0,0.0,230.0,0.579914933837429,0.92
2026-01-01 00:16:48,120.97,0.0,0.0,77.45,0.0,0.0,230.0,0.5716918714555765,0.92
2026-01-01 00:16:54,105.88,0.0,0.0,64.77,0.0,0.0,230.0,0.5003780718336484,0.92
2026-01-01 00:17:00,125.22,0.0,0.0,82.7,0.0,0.0,230.0,0.5917769376181474,0.92
2026-01-01 00:17:06,120.42,0.0,0.0,74.74,0.0,0.0,230.0,0.5690926275992438,0.92
2026-01-01 00:17:12,115.24,0.0,0.0,72.91,0.0,0.0,230.0,0.5446124763705104,0.92
2026-01-01 00:17:18,122.37,0.0,0.0,81.24,0.0,0.0,230.0,0.5783081285444234,0.92
2026-01-01 00:17:24,127.28,0.0,0.0,85.15,0.0,0.0,230.0,0.6015122873345935,0.92
2026-01-01 00:17:30,117.58,0.0,0.0,71.52,0.0,0.0,230.0,0.5556710775047259,0.92
2026-01-01 00:17:36,120.4,0.0,0.0,85.02,0.0,0.0,230.0,0.5689981096408318,0.92
2026-01-01 00:17:42,117.56,0.0,0.0,75.48,0.0,0.0,230.0,0.5555765595463138,0.92
2026-01-01 00:17:48,113.81,0.0,0.0,83.24,0.0,0.0,230.0,0.5378544423440453,0.92
2026-01-01 00:17:54,121.48,0.0,0.0,82.89,0.0,0.0,230.0,0.5741020793950851,0.92
2026-01-01 00:18:00,128.39,0.0,0.0,78.97,0.0,0.0,230.0,0.6067580340264649,0.92
2026-01-01 00:18:06,116.2,0.0,0.0,80.15,0.0,0.0,230.0,0.549149338374291,0.92
2026-01-01 00:18:12,109.86,0.0,0.0,78.02,0.0,0.0,230.0,0.5191871455576559,0.92
2026-01-01 00:18:18,116.59,0.0,0.0,81.32,0.0,0.0,230.0,0.550992438563327,0.92
2026-01-01 00:18:24,124.84,0.0,0.0,81.27,0.0,0.0,230.0,0.5899810964083175,0.92
2026-01-01 00:18:30,114.72,0.0,0.0,75.38,0.0,0.0,230.0,0.5421550094517957,0.92
2026-01-01 00:18:36,108.18,0.0,0.0,73.21,0.0,0.0,230.0,0.5112476370510397,0.92
2026-01-01 00:18:42,131.08,0.0,0.0,85.04,0.0,0.0,230.0,0.6194706994328922,0.92
2026-01-01 00:18:48,123.16,0.0,0.0,81.02,0.0,0.0,230.0,0.5820415879017012,0.92
2026-01-01 00:18:54,118.57,0.0,0.0,84.35,0.0,0.0,230.0,0.5603497164461246,0.92
2026-01-01 00:19:00,115.54,0.0,0.0,76.65,0.0,0.0,230.0,0.5460302457466918,0.92
2026-01-01 00:19:06,126.54,0.0,0.0,75.88,0.0,0.0,230.0,0.5980151228733459,0.92
2026-01-01 00:19:12,113.39,0.0,0.0,74.94,0.0,0.0,230.0,0.5358695652173913,0.92
2026-01-01 00:19:18,110.63,0.0,0.0,79.1,0.0,0.0,230.0,0.5228260869565217,0.92
2026-01-01 00:19:24,123.51,0.0,0.0,81.16,0.0,0.0,230.0,0.5836956521739131,0.92
2026-01-01 00:19:30,119.19,0.0,0.0,77.28,0.0,0.0,230.0,0.5632797731568997,0.92
2026-01-01 00:19:36,134.49,0.0,0.0,87.82,0.0,0.0,230.0,0.635586011342155,0.92
2026-01-01 00:19:42,114.83,0.0,0.0,76.79,0.0,0.0,230.0,0.5426748582230623,0.92
2026-01-01 00:19:48,123.45,0.0,0.0,81.24,0.0,0.0,230.0,0.5834120982986767,0.92
2026-01-01 00:19:54,116.82,0.0,0.0,75.58,0.0,0.0,230.0,0.5520793950850661,0.92
2026-01-01 00:20:00,116.6,0.0,0.0,76.63,0.0,0.0,230.0,0.551039697542533,0.92
2026-01-01 00:20:06,121.19,0.0,0.0,79.57,0.0,0.0,230.0,0.5727315689981096,0.92
2026-01-01 00:20:12,118.85,0.0,0.0,75.84,0.0,0.0,230.0,0.5616729678638941,0.92
2026-01-01 00:20:18,123.2,0.0,0.0,80.45,0.0,0.0,230.0,0.5822306238185254,0.92
2026-01-01 00:20:24,126.79,0.0,0.0,82.2,0.0,0.0,230.0,0.5991965973534972,0.92
2026-01-01 00:20:30,114.07,0.0,0.0,85.47,0.0,0.0,230.0,0.5390831758034026,0.92
2026-01-01 00:20:36,107.12,0.0,0.0,74.6,0.0,0.0,230.0,0.5062381852551985,0.92
2026-01-01 00:20:42,121.91,0.0,0.0,80.84,0.0,0.0,230.0,0.5761342155009451,0.92
2026-01-01 00:20:48,120.27,0.0,0.0,79.69,0.0,0.0,230.0,0.568383742911153,0.92
2026-01-01 00:20:54,105.68,0.0,0.0,70.76,0.0,0.0,230.0,0.4994328922495274,0.92
2026-01-01 00:21:00,112.68,0.0,0.0,74.36,0.0,0.0,230.0,0.5325141776937617,0.92
2026-01-01 00:21:06,118.24,0.0,0.0,82.37,0.0,0.0,230.0,0.558790170132325,0.92
2026-01-01 00:21:12,116.18,0.0,0.0,73.24,0.0,0.0,230.0,0.5490548204158789,0.92
2026-01-01 00:21:18,115.17,0.0,0.0,79.63,0.0,0.0,230.0,0.544281663516068,0.92
2026-01-01 00:21:24,110.46,0.0,0.0,69.39,0.0,0.0,230.0,0.5220226843100189,0.92
2026-01-01 00:21:30,124.61,0.0,0.0,79.49,0.0,0.0,230.0,0.5888941398865783,0.92
2026-01-01 00:21:36,105.38,0.0,0.0,69.73,0.0,0.0,230.0,0.4980151228733459,0.92
2026-01-01 00:21:42,110.27,0.0,0.0,76.98,0.0,0.0,230.0,0.5211247637051039,0.92
2026-01-01 00:21:48,114.0,0.0,0.0,77.81,0.0,0.0,230.0,0.5387523629489602,0.92
2026-01-01 00:21:54,116.27,0.0,0.0,80.62,0.0,0.0,230.0,0.5494801512287334,0.92
2026-01-01 00:22:00,118.94,0.0,0.0,78.74,0.0,0.0,230.0,0.5620982986767485,0.92
2026-01-01 00:22:06,105.31,0.0,0.0,73.82,0.0,0.0,230.0,0.49768431001890356,0.92
2026-01-01 00:22:12,121.94,0.0,0.0,73.91,0.0,0.0,230.0,0.5762759924385632,0.92
2026-01-01 00:22:18,105.65,0.0,0.0,71.93,0.0,0.0,230.0,0.49929111531190923,0.92
2026-01-01 00:22:24,114.29,0.0,0.0,81.03,0.0,0.0,230.0,0.5401228733459357,0.92
2026-01-01 00:22:30,121.12,0.0,0.0,80.81,0.0,0.0,230.0,0.5724007561436673,0.92
2026-01-01 00:22:36,122.73,0.0,0.0,83.35,0.0,0.0,230.0,0.5800094517958412,0.92
2026-01-01 00:22:42,124.36,0.0,0.0,77.5,0.0,0.0,230.0,0.5877126654064272,0.92
2026-01-01 00:22:48,109.96,0.0,0.0,71.33,0.0,0.0,230.0,0.5196597353497163,0.92
2026-01-01 00:22:54,116.99,0.0,0.0,78.42,0.0,0.0,230.0,0.5528827977315689,0.92
2026-01-01 00:23:00,123.29,0.0,0.0,80.06,0.0,0.0,230.0,0.58265595463138,0.92
2026-01-01 00:23:06,118.91,0.0,0.0,74.18,0.0,0.0,230.0,0.5619565217391304,0.92
2026-01-01 00:23:12,104.93,0.0,0.0,74.65,0.0,0.0,230.0,0.4958884688090737,0.92
2026-01-01 00:23:18,122.58,0.0,0.0,82.25,0.0,0.0,230.0,0.5793005671077504,0.92
2026-01-01 00:23:24,131.28,0.0,0.0,80.5,0.0,0.0,230.0,0.6204158790170131,0.92
2026-01-01 00:23:30,122.55,0.0,0.0,85.66,0.0,0.0,230.0,0.5791587901701323,0.92
2026-01-01 00:23:36,129.36,0.0,0.0,88.61,0.0,0.0,230.0,0.6113421550094518,0.92
2026-01-01 00:23:42,117.58,0.0,0.0,72.49,0.0,0.0,230.0,0.5556710775047259,0.92
2026-01-01 00:23:48,120.34,0.0,0.0,77.91,0.0,0.0,230.0,0.5687145557655954,0.92
2026-01-01 00:23:54,115.36,0.0,0.0,80.62,0.0,0.0,230.0,0.5451795841209829,0.92
2026-01-01 00:24:00,121.48,0.0,0.0,81.82,0.0,0.0,230.0,0.5741020793950851,0.92
2026-01-01 00:24:06,118.88,0.0,0.0,85.08,0.0,0.0,230.0,0.5618147448015122,0.92
2026-01-01 00:24:12,118.3,0.0,0.0,83.64,0.0,0.0,230.0,0.5590737240075614,0.92
2026-01-01 00:24:18,131.24,0.0,0.0,85.69,0.0,0.0,230.0,0.620226843100189,0.92
2026-01-01 00:24:24,124.59,0.0,0.0,80.31,0.0,0.0,230.0,0.5887996219281663,0.92
2026-01-01 00:24:30,125.79,0.0,0.0,76.86,0.0,0.0,230.0,0.5944706994328922,0.92
2026-01-01 00:24:36,134.37,0.0,0.0,89.75,0.0,0.0,230.0,0.6350189035916823,0.92
2026-01-01 00:24:42,120.06,0.0,0.0,80.77,0.0,0.0,230.0,0.567391304347826,0.92
